id,buffer,class,metric,value
10,700,1,pd,1.9481784531463084
10,700,1,ed,32.53458016754335
10,700,1,split,25.776330850370684
10,1000,1,pland,16.96761249641731
10,1000,1,pd,2.229228368523296
10,1000,1,ed,30.954428202923474
10,1000,1,split,37.83762588586348
10,1300,1,pland,13.980318968442488
10,1300,1,pd,2.82773441918335
10,1300,1,ed,28.84289107567017
10,1300,1,split,66.99277218099631
10,1600,1,pland,12.159892509237489
10,1600,1,pd,2.7370333047188944
10,1600,1,ed,25.603702459597656
10,1600,1,split,108.58606263902915
10,1900,1,pland,11.725013892196555
10,1900,1,pd,2.5579282545226816
10,1900,1,ed,23.68288745997724
10,1900,1,split,132.43333992644094
10,2200,1,pland,11.369692662995202
10,2200,1,pd,1.9081081436739638
10,2200,1,ed,21.73269378812104
10,2200,1,split,146.77885642815232
10,2500,1,pland,11.19416674309823
10,2500,1,pd,1.5286312635666024
10,2500,1,ed,20.80467149714146
10,2500,1,split,137.1923349131796
10,2800,1,pland,10.748876137568072
10,2800,1,pd,1.6243720786683398
10,2800,1,ed,20.150335635880758
10,2800,1,split,153.07428257706883
11,100,1,pland,100
11,100,1,pd,31.746031746031743
11,100,1,ed,0
11,100,1,split,1
11,400,1,pland,100
11,400,1,pd,1.9805902158843338
11,400,1,ed,0
11,400,1,split,1
11,700,1,pland,99.94162288382954
11,700,1,pd,0.6486346241162354
11,700,1,ed,0.7783615489394825
11,700,1,split,1.0011685654860687
11,1000,1,pland,99.97135491263249
11,1000,1,pd,0.31827874852796084
11,1000,1,ed,0.381934498233553
11,1000,1,split,1.0005731480037108
11,1300,1,pland,98.42372881355932
11,1300,1,pd,0.18832391713747645
11,1300,1,ed,2.0903954802259888
11,1300,1,split,1.0322867934102915
11,1600,1,pland,93.3952759431322
11,1600,1,pd,0.37314825180044037
11,1600,1,ed,3.358334266203963
11,1600,1,split,1.1500160003689346
11,1900,1,pland,92.36447337090246
11,1900,1,pd,0.17638084151299485
11,1900,1,ed,4.524168584808318
11,1900,1,split,1.2604730104903235
11,2200,1,pland,92.46299585553582
11,2200,1,pd,0.1973554371422933
11,2200,1,ed,4.7167949477008095
11,2200,1,split,1.3509262314798633
11,2500,1,pland,92.88432442345605
11,2500,1,pd,0.20377077825154485
